id,title,day,month,year,IMDB_url,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,OMDb_imdbRating,OMDb_Year,OMDb_Genre,OMDb_Rated,OMDb_Runtime,OMDb_Plot,OMDb_Ratings,OMDb_BoxOffice,OMDb_Metascore,OMDb_imdbVotes,OMDb_Released,OMDb_Poster,OMDb_Rating
39,Strange Days ,1,1,1995,http://us.imdb.com/M/title/exact?Strange%20Days%20(1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,1995,"Crime, Drama, Sci-Fi",R,145 min,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '66/100'}]","$7,959,291",66,"80,098",13 Oct 1995,https://m.media-amazon.com/images/M/MV5BNzk1NGY4ZGUtYzllYy00ODM0LTljNmItYTY5NGI4YWQxNTQxXkEyXkFqcGc@._V1_SX300.jpg,7.2
40,"To Wong Foo, Thanks for Everything! Julie Newmar ",1,1,1995,"http://us.imdb.com/M/title/exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1995,"Comedy, Drama",PG-13,109 min,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town.","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","$36,474,193",60,"38,049",08 Sep 1995,https://m.media-amazon.com/images/M/MV5BZWZjMmVhNzAtYTBmMi00YTUyLTkzMmItZGVhY2RiMmNhN2ZkXkEyXkFqcGc@._V1_SX300.jpg,6.8
41,Billy Madison ,1,1,1995,http://us.imdb.com/M/title/exact?Billy%20Madison%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1995,Comedy,PG-13,89 min,"In order to inherit his fed-up father Brian's hotel empire, immature and lazy Billy Madison must repeat grades one through twelve all over again. The further Billy progresses, the harder his hated rival Eric Gordon tries to stop him.","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '16/100'}]","$25,588,734",16,"160,024",10 Feb 1995,https://m.media-amazon.com/images/M/MV5BY2Y2ODczY2YtZTQ4NS00NWQxLTlhZWMtZWY4M2IyMmJhZGI1XkEyXkFqcGc@._V1_SX300.jpg,6.4
42,Clerks ,1,1,1994,http://us.imdb.com/M/title/exact?Clerks%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1994,Comedy,R,92 min,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.","[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '70/100'}]","$3,151,130",70,"235,427",09 Nov 1994,https://m.media-amazon.com/images/M/MV5BYzcwZTU5NzMtMGIxYi00NjRhLThkYTItNjhlYWQ0MjdhYWFmXkEyXkFqcGc@._V1_SX300.jpg,7.7
43,Disclosure ,1,1,1994,http://us.imdb.com/M/title/exact?Disclosure%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,1994,"Drama, Thriller",R,128 min,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","$83,015,089",58,"55,446",09 Dec 1994,https://m.media-amazon.com/images/M/MV5BYmRlNTA4NGQtOTFlYy00NDk5LWEzOWYtNjMyMjI3NDdlNjRmXkEyXkFqcGc@._V1_SX300.jpg,6.2
44,Dolores Claiborne ,1,1,1994,http://us.imdb.com/M/title/exact?Dolores%20Claiborne%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,1995,"Crime, Drama, Mystery",R,132 min,A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '62/100'}]","$24,361,867",62,"49,637",24 Mar 1995,https://m.media-amazon.com/images/M/MV5BYzYxMGVlMTktNWMyNS00YmQwLThmMzAtYmI0NGJkMGI4YzlkXkEyXkFqcGc@._V1_SX300.jpg,7.4
45,Eat Drink Man Woman ,1,1,1994,http://us.imdb.com/M/title/exact?Yinshi%20Nan%20Nu%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,"Comedy, Drama, Romance",Not Rated,124 min,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '80/100'}]","$7,294,403",80,"23,706",03 Aug 1994,https://m.media-amazon.com/images/M/MV5BYmZjMDNiOTgtYjBjMi00OWU0LThkYTAtNjgyOTliNTgzN2M3XkEyXkFqcGc@._V1_SX300.jpg,7.8
46,Exotica ,1,1,1994,http://us.imdb.com/M/title/exact?Exotica%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,Drama,R,103 min,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","$4,221,036",72,"21,471",24 Mar 1995,https://m.media-amazon.com/images/M/MV5BNmIwZWQxMWUtMDllZi00ZmY5LTkwY2ItNjRkNThhNWZiZjgzXkEyXkFqcGc@._V1_SX300.jpg,7.0
47,Ed Wood ,1,1,1994,http://us.imdb.com/M/title/exact?Ed%20Wood%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,"Biography, Comedy, Drama",R,127 min,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '70/100'}]","$5,887,457",70,"186,506",07 Oct 1994,https://m.media-amazon.com/images/M/MV5BOWU4NzlkZGEtODNmYi00YTVhLWJhYjAtZjBkN2Q1Y2U5NjE4XkEyXkFqcGc@._V1_SX300.jpg,7.8
48,Hoop Dreams ,1,1,1994,http://us.imdb.com/M/title/exact?Hoop%20Dreams%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1994,"Documentary, Drama, Sport",PG-13,170 min,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '98/100'}]","$7,830,611",98,"28,547",14 Oct 1994,https://m.media-amazon.com/images/M/MV5BOGQ0NDdmZjUtYWY5OC00MDQzLThjNTgtZjc5ZTVmNGNhMmI2XkEyXkFqcGc@._V1_SX300.jpg,8.3
49,I.Q. ,1,1,1994,http://us.imdb.com/M/title/exact?I.Q.%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1994,"Comedy, Romance",PG,100 min,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends.","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '66/100'}]","$26,381,221",66,"26,913",25 Dec 1994,https://m.media-amazon.com/images/M/MV5BMDkyZmFiNmQtNWY1YS00N2MxLWJkMDItNWI5ODIxNWY1M2FiXkEyXkFqcGc@._V1_SX300.jpg,6.2
50,Star Wars ,1,1,1977,http://us.imdb.com/M/title/exact?Star%20Wars%20(1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1977,"Action, Adventure, Fantasy",PG,121 min,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...","[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '90/100'}]","$460,998,507",90,"1,479,635",25 May 1977,https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@._V1_SX300.jpg,8.6
51,Legends of the Fall ,1,1,1994,http://us.imdb.com/M/title/exact?Legends%20of%20the%20Fall%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,,1994,"Drama, Romance, War",R,133 min,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Metacritic', 'Value': '45/100'}]","$66,638,883",45,"188,136",13 Jan 1995,https://m.media-amazon.com/images/M/MV5BMzFlMjE3NjYtYjIwMC00YTVhLWJlOWMtZjM1NDdmMTk1OGRlXkEyXkFqcGc@._V1_SX300.jpg,7.5
52,The Madness of King George,1,1,1994,"http://us.imdb.com/M/title/exact?Madness%20of%20King%20George,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,"Biography, Comedy, Drama",PG-13,110 min,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '89/100'}]","$15,238,689",89,"18,801",28 Dec 1994,https://m.media-amazon.com/images/M/MV5BOWYyMDcyZDUtMzQ0ZC00ZDllLWI1MTMtZjM0M2I5N2JhNDgzXkEyXkFqcGc@._V1_SX300.jpg,7.2
53,Natural Born Killers ,1,1,1994,http://us.imdb.com/M/title/exact?Natural%20Born%20Killers%20(1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1994,"Crime, Romance",R,119 min,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '74/100'}]","$50,282,766",74,"257,046",26 Aug 1994,https://m.media-amazon.com/images/M/MV5BNTlmYjkxNzYtYWMwMC00NTNhLWExZjEtNmUwMzlmYWJhOGFjXkEyXkFqcGc@._V1_SX300.jpg,7.2
54,Outbreak ,1,1,1995,http://us.imdb.com/M/title/exact?Outbreak%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,1995,"Action, Drama, Thriller",R,127 min,A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '64/100'}]","$67,659,560",64,"140,548",10 Mar 1995,https://m.media-amazon.com/images/M/MV5BNGYxY2Q0YzUtMmE3OS00ZmQ5LWFiOGUtZDZmNTJlM2YyZjJmXkEyXkFqcGc@._V1_SX300.jpg,6.6
55,The Professional,1,1,1994,http://us.imdb.com/Title?L%E9on+(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,,1981,"Action, Crime, Drama",Not Rated,108 min,"Victim of a plot which has resulted in his imprisonment in a Central African jail for two years, a French secret agent arrives in Paris to settle accounts.","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,N/A,"17,868",21 Oct 1981,https://m.media-amazon.com/images/M/MV5BOWRmZTk3MWEtMDNkNS00NjFmLTgxMGYtZGE1MjdlNTNiNjNmXkEyXkFqcGc@._V1_SX300.jpg,7.4
56,Pulp Fiction ,1,1,1994,http://us.imdb.com/M/title/exact?Pulp%20Fiction%20(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1994,"Crime, Drama",R,154 min,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '95/100'}]","$107,928,762",95,"2,289,917",14 Oct 1994,https://m.media-amazon.com/images/M/MV5BYTViYTE3ZGQtNDBlMC00ZTAyLTkyODMtZGRiZDg0MjA2YThkXkEyXkFqcGc@._V1_SX300.jpg,8.9
57,Priest ,1,1,1994,http://us.imdb.com/M/title/exact?Priest%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2011,"Action, Fantasy, Horror",PG-13,87 min,A warrior priest disobeys church law to track down a pack of vampires who have kidnapped his niece.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","$29,137,000",41,"125,779",13 May 2011,https://m.media-amazon.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_SX300.jpg,5.7
58,Quiz Show ,1,1,1994,http://us.imdb.com/M/title/exact?Quiz%20Show%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,"Biography, Drama, History",PG-13,133 min,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '92/100'}]","$24,822,619",92,"74,423",07 Oct 1994,https://m.media-amazon.com/images/M/MV5BYzYyMjAzN2YtYTJiNC00MDhhLWE0MmUtZTE0ZmUxODU3MzkyXkEyXkFqcGc@._V1_SX300.jpg,7.5
59,Three Colors: Red ,1,1,1994,http://us.imdb.com/M/title/exact?Trzy%20kolory:%20Czerwony%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,"Drama, Mystery, Romance",R,99 min,A model discovers a retired judge is keen on invading people's privacy.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '100/100'}]","$3,581,969",100,"112,341",23 Nov 1994,https://m.media-amazon.com/images/M/MV5BMTQ0YTQyYzItNGEzMi00NmI4LWJkOTMtOWMyMjAwMWEzYTZhXkEyXkFqcGc@._V1_SX300.jpg,8.1
60,Three Colors: Blue ,1,1,1993,http://us.imdb.com/M/title/exact?Trzy%20kolory:%20Niebieski%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1993,"Drama, Music, Mystery",R,98 min,A woman struggles to find a way to live her life after the death of her husband and child.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '87/100'}]","$1,324,974",87,"113,421",08 Sep 1993,https://m.media-amazon.com/images/M/MV5BNWMxNWE2NGYtMzYwOS00NmJhLTgwNjAtNGM3ODIwNjU5MTZiXkEyXkFqcGc@._V1_SX300.jpg,7.8
61,Three Colors: White ,1,1,1994,http://us.imdb.com/M/title/exact?Trzy%20kolory:%20Bialy%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,"Comedy, Drama, Romance",R,92 min,"After his wife divorces him, a Polish immigrant plots to get even with her.","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '91/100'}]","$1,237,219",91,"81,371",10 Jun 1994,https://m.media-amazon.com/images/M/MV5BMWUyMWJiYTEtNmIzYi00OTYxLTlkYjEtMGFjMjY3NDc5Mjk0XkEyXkFqcGc@._V1_SX300.jpg,7.6
62,Stargate ,1,1,1994,http://us.imdb.com/M/title/exact?Stargate%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1994,"Action, Adventure, Sci-Fi",PG-13,116 min,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '42/100'}]","$71,567,262",42,"210,011",28 Oct 1994,https://m.media-amazon.com/images/M/MV5BNGRmZmNhMTctZTBiMy00ZmJhLWE3MmMtMDNmZWRkZjczMGVkXkEyXkFqcGc@._V1_SX300.jpg,7.0
63,The Santa Clause,1,1,1994,"http://us.imdb.com/M/title/exact?Santa%20Clause,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1994,"Comedy, Drama, Family",PG,97 min,"When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place.","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","$145,539,357",57,"138,172",11 Nov 1994,https://m.media-amazon.com/images/M/MV5BNTYwZWUxNmUtNzdmMS00MDBiLWFhN2EtNjBmYjM1ZWFiNDUzXkEyXkFqcGc@._V1_SX300.jpg,6.6
64,The Shawshank Redemption,1,1,1994,"http://us.imdb.com/M/title/exact?Shawshank%20Redemption,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1994,Drama,R,142 min,"A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion.","[{'Source': 'Internet Movie Database', 'Value': '9.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '82/100'}]","$28,767,189",82,"2,970,162",14 Oct 1994,https://m.media-amazon.com/images/M/MV5BMDAyY2FhYjctNDc5OS00MDNlLThiMGUtY2UxYWVkNGY2ZjljXkEyXkFqcGc@._V1_SX300.jpg,9.3
65,What's Eating Gilbert Grape ,1,1,1993,http://us.imdb.com/M/title/exact?What's%20Eating%20Gilbert%20Grape%20(1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1993,Drama,PG-13,118 min,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '73/100'}]","$10,032,765",73,"258,399",04 Mar 1994,https://m.media-amazon.com/images/M/MV5BNWM5NWI1OTQtMTJiOS00ZDMxLWE1ODQtZjQ4MDc4OGE4ZjQyXkEyXkFqcGc@._V1_SX300.jpg,7.7
66,While You Were Sleeping ,1,1,1995,http://us.imdb.com/M/title/exact?While%20You%20Were%20Sleeping%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1995,"Comedy, Drama, Romance",PG,103 min,A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]","$81,057,016",67,"117,933",21 Apr 1995,https://m.media-amazon.com/images/M/MV5BZTJmOWIzY2YtYmE2ZC00NDRiLWIzYmMtNTkyNmNlMTA0N2NkXkEyXkFqcGc@._V1_SX300.jpg,6.8
67,Ace Ventura: Pet Detective ,1,1,1994,http://us.imdb.com/M/title/exact?Ace%20Ventura:%20Pet%20Detective%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1994,Comedy,PG-13,86 min,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '37/100'}]","$72,217,396",37,"334,039",04 Feb 1994,https://m.media-amazon.com/images/M/MV5BOWU1M2Q5MDgtOTkxZS00NjdmLWFlNWEtOGEyOTNlNGYyYTZlXkEyXkFqcGc@._V1_SX300.jpg,6.9
68,The Crow,1,1,1994,"http://us.imdb.com/M/title/exact?Crow,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,1994,"Action, Crime, Drama",R,102 min,"The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural...","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","$50,693,129",71,"217,409",13 May 1994,https://m.media-amazon.com/images/M/MV5BOTBiNzhkZTItZWUwZS00YTJkLTg0YTEtN2I0ZDI5ODI2MWFjXkEyXkFqcGc@._V1_SX300.jpg,7.5
69,Forrest Gump ,1,1,1994,http://us.imdb.com/M/title/exact?Forrest%20Gump%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,1994,"Drama, Romance",PG-13,142 min,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.","[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '82/100'}]","$330,455,270",82,"2,329,122",06 Jul 1994,https://m.media-amazon.com/images/M/MV5BNDYwNzVjMTItZmU5YS00YjQ5LTljYjgtMjY2NDVmYWMyNWFmXkEyXkFqcGc@._V1_SX300.jpg,8.8
70,Four Weddings and a Funeral ,1,1,1994,http://us.imdb.com/M/title/exact?Four%20Weddings%20and%20a%20Funeral%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1994,"Comedy, Drama, Romance",R,117 min,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]","$52,700,832",81,"170,071",15 Apr 1994,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX300.jpg,7.1
71,The Lion King,1,1,1994,"http://us.imdb.com/M/title/exact?Lion%20King,%20The%20(1994)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1994,"Animation, Adventure, Drama",G,88 min,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '88/100'}]","$424,979,720",88,"1,181,907",24 Jun 1994,https://m.media-amazon.com/images/M/MV5BZGRiZDZhZjItM2M3ZC00Y2IyLTk3Y2MtMWY5YjliNDFkZTJlXkEyXkFqcGc@._V1_SX300.jpg,8.5
72,The Mask,1,1,1994,"http://us.imdb.com/M/title/exact?Mask,%20The%20(1994)",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,1994,"Comedy, Crime, Fantasy",PG-13,101 min,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '59/100'}]","$119,938,730",59,"437,785",29 Jul 1994,https://m.media-amazon.com/images/M/MV5BNGNmNjI0ZmMtMzI5MC00ZjUyLWFlZDEtYjUyMGZlN2E3N2E2XkEyXkFqcGc@._V1_SX300.jpg,7.0
73,Maverick ,1,1,1994,http://us.imdb.com/M/title/exact?Maverick%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,1994,"Action, Adventure, Comedy",PG,127 min,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '62/100'}]","$101,631,272",62,"121,232",20 May 1994,https://m.media-amazon.com/images/M/MV5BMjk5MzdhYWMtOWU3Yi00MTE5LWEyYTEtOGU5NWM0NWNmZDE1XkEyXkFqcGc@._V1_SX300.jpg,7.0
74,Faster Pussycat! Kill! Kill! ,1,1,1965,http://us.imdb.com/M/title/exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1965,"Action, Comedy",Not Rated,83 min,"Three go-go dancers holding a young girl hostage come across a crippled old man living with his two sons in the desert. After learning he's hiding a sum of cash around, the women start scheming on him.","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",N/A,65,"16,500",06 Aug 1965,https://m.media-amazon.com/images/M/MV5BMGUzNGU0NjAtNTcyMi00ZWNlLWJkZGYtNDdkN2I3ZTIyMGUzXkEyXkFqcGc@._V1_SX300.jpg,6.6
